,kyouriki 2 glu 8,kyouriki 3 glu 7,kyouriki 4 glu 6,kyouriki 5 glu 5,kyouriki 6 glu 4,kyouriki 7 glu 3,kyouriki 8 glu 2,kyouriki 9 glu 1
1560.95,0.4738497,0.4665461,0.4382803,0.402945,0.3746705,0.3472582,0.3379895,0.3223915
1561.42,0.4740452,0.4667194,0.4383913,0.4029841,0.3746868,0.3472358,0.337951,0.3223386
1561.89,0.474228,0.4668717,0.4384952,0.4030673,0.3747046,0.3472097,0.337913,0.3222904
1562.36,0.4743943,0.4670226,0.4386106,0.4031732,0.3747393,0.3472192,0.3378784,0.3222448
1562.83,0.4745617,0.4672028,0.4387435,0.4032556,0.3747681,0.3472227,0.3378495,0.3221874
1563.3,0.4747637,0.4673921,0.4388825,0.4033067,0.374789,0.3471858,0.3378198,0.3221264
1563.77,0.4750136,0.4675521,0.4390148,0.403355,0.3748085,0.3471436,0.3377811,0.3220753
1564.24,0.4752713,0.4676951,0.4391368,0.4034232,0.3748083,0.3471129,0.3377316,0.3220144
1564.72,0.4755034,0.467874,0.4392873,0.403514,0.3748146,0.3470853,0.3376825,0.3219381
1565.19,0.4757315,0.4681004,0.439482,0.4036074,0.3748643,0.3470629,0.3376497,0.3218601
1565.66,0.4759809,0.4683386,0.4396763,0.4036885,0.374922,0.3470442,0.3376324,0.3217708
1566.13,0.4762598,0.4685822,0.4398762,0.4037813,0.374956,0.3470379,0.3376144,0.3216821
1566.61,0.4765823,0.4688462,0.4401238,0.4039046,0.3749876,0.3470539,0.3375884,0.3216173
1567.08,0.4769619,0.4691378,0.4404043,0.4040444,0.3750493,0.3470811,0.3375678,0.321563
1567.55,0.4774134,0.4694933,0.4407091,0.40421,0.375159,0.347115,0.3375688,0.3215138
1568.03,0.4779148,0.4699254,0.441062,0.4044191,0.3752888,0.3471501,0.3375801,0.3214604
1568.5,0.4784122,0.4703852,0.441448,0.4046414,0.3753855,0.3471726,0.3375763,0.321372
1568.98,0.4789262,0.4708521,0.4418488,0.4048642,0.3754557,0.3471909,0.3375553,0.3212657
1569.45,0.4795262,0.4713545,0.4422832,0.4051357,0.3755518,0.3472311,0.3375388,0.3211874
1569.93,0.4802071,0.4719073,0.442751,0.405457,0.3756946,0.3473091,0.3375474,0.3211401
1570.4,0.480923,0.4725009,0.4432399,0.4057664,0.3758762,0.3474126,0.3375857,0.321106
1570.88,0.4816583,0.4731013,0.4437482,0.4060467,0.3760683,0.3475049,0.3376279,0.3210683
1571.35,0.4824033,0.4736758,0.4442578,0.406319,0.3762295,0.347563,0.3376378,0.321005
1571.83,0.4831127,0.474228,0.4447323,0.4065696,0.3763487,0.3476013,0.3376214,0.3209124
1572.31,0.4837217,0.4747481,0.4451411,0.4067748,0.3764419,0.3476382,0.3376149,0.3208049
1572.78,0.4842001,0.475179,0.4454727,0.4069399,0.3765223,0.3476618,0.3376271,0.3207045
1573.26,0.4845329,0.4754772,0.4457093,0.4070551,0.3765777,0.3476375,0.337606,0.3206138
1573.74,0.4846912,0.4756187,0.4458086,0.4070722,0.3765597,0.34754,0.337493,0.3205025
1574.22,0.4846887,0.4755909,0.4457648,0.4069749,0.3764485,0.3473971,0.3373306,0.3203635
1574.69,0.4845712,0.4754405,0.4456288,0.4068063,0.3762787,0.3472468,0.3371846,0.3202063
1575.17,0.4843664,0.4752251,0.4454515,0.4066164,0.3760865,0.3470787,0.3370318,0.3200247
1575.65,0.4840981,0.4749471,0.4452355,0.4064263,0.3758838,0.3468796,0.3368423,0.319834
1576.13,0.4837885,0.4746197,0.4449534,0.4062268,0.3756669,0.3466628,0.33663,0.3196574
1576.61,0.4834587,0.4742867,0.444627,0.4059991,0.3754405,0.3464399,0.3364146,0.3194804
1577.09,0.4831153,0.4739666,0.4443146,0.4057506,0.3752235,0.3462209,0.3362156,0.3192848
1577.57,0.4827336,0.4736609,0.4440126,0.4055026,0.3750167,0.346021,0.3360308,0.3190802
1578.05,0.4822977,0.473351,0.4436705,0.4052318,0.3747894,0.3458255,0.335829,0.3188595
1578.53,0.4818185,0.4729895,0.4432704,0.4049096,0.3745165,0.345583,0.3355844,0.3186009
1579.01,0.4813196,0.4725606,0.4428395,0.4045688,0.3742117,0.3452807,0.3352993,0.3183194
1579.49,0.4808454,0.4721194,0.4424278,0.4042485,0.3739043,0.3449692,0.3349953,0.3180466
1579.97,0.4804401,0.4717334,0.4420792,0.4039586,0.3736136,0.3447066,0.3347081,0.317798
1580.45,0.4801153,0.471411,0.4417958,0.4037273,0.3733621,0.344504,0.3344826,0.3175764
1580.93,0.4798512,0.4711251,0.4415396,0.4035532,0.3731521,0.3443142,0.3343047,0.3173577
1581.42,0.4796394,0.4708926,0.4413137,0.4033749,0.3729572,0.3441113,0.3341044,0.3171259
1581.9,0.4794911,0.4707305,0.4411503,0.4031654,0.3727652,0.3439101,0.3338636,0.3168981
1582.38,0.4793999,0.4706038,0.4410355,0.4029666,0.3725845,0.3437229,0.3336263,0.3166764
1582.87,0.479339,0.4704928,0.4409434,0.4028181,0.3724162,0.3435561,0.3334312,0.3164568
1583.35,0.4792673,0.4703912,0.4408442,0.4026988,0.3722383,0.3433786,0.333266,0.3162409
1583.83,0.479163,0.4702813,0.4407158,0.4025632,0.3720422,0.343158,0.3330744,0.3160073
1584.32,0.4790536,0.4701904,0.4405935,0.4024166,0.3718649,0.3429183,0.3328461,0.3157568
1584.8,0.478968,0.4701385,0.4405153,0.4022885,0.3717143,0.3426872,0.3326269,0.3155309
1585.28,0.4789002,0.470067,0.4404401,0.4021725,0.3715394,0.3424681,0.3324273,0.3153273
1585.77,0.4788462,0.469947,0.4403204,0.4020469,0.3713337,0.3422628,0.3322238,0.3151004
1586.25,0.4788004,0.4698354,0.4401847,0.4019023,0.3711381,0.3420664,0.3319974,0.3148439
1586.74,0.4787356,0.4697545,0.4400445,0.401731,0.3709496,0.3418597,0.3317325,0.3145772
1587.23,0.4786611,0.4696667,0.43989,0.4015548,0.3707472,0.3416367,0.3314526,0.3143149
1587.71,0.4785828,0.4695418,0.4397542,0.4013955,0.3705329,0.3414066,0.3312053,0.3140533
1588.2,0.4784563,0.4693764,0.4396286,0.4012236,0.3703113,0.3411608,0.3309862,0.3137711
1588.68,0.4782998,0.4692067,0.4394803,0.401033,0.370089,0.3409008,0.3307468,0.3134845
1589.17,0.4781646,0.4690566,0.4393225,0.4008475,0.3698745,0.3406456,0.3304648,0.3132059
1589.66,0.4780338,0.468909,0.4391616,0.4006575,0.3696653,0.3403964,0.3301752,0.3129007
1590.15,0.4779021,0.4687706,0.4390042,0.4004657,0.3694519,0.3401547,0.3299167,0.3125788
1590.63,0.4777992,0.4686522,0.438876,0.4002964,0.3692399,0.3399248,0.3296804,0.3122866
1591.12,0.4777234,0.4685335,0.4387518,0.4001404,0.3690379,0.3396946,0.3294322,0.3120084
1591.61,0.4776524,0.4684224,0.4386022,0.3999804,0.3688353,0.3394562,0.3291574,0.3117052
1592.1,0.477584,0.4683503,0.4384569,0.3998213,0.3686255,0.3392085,0.3288654,0.3113824
1592.59,0.4775336,0.4683039,0.4383298,0.3996534,0.3683975,0.3389457,0.3285642,0.3110481
1593.08,0.4774972,0.4682389,0.438217,0.3994703,0.3681374,0.3386731,0.3282619,0.3107029
1593.57,0.4774641,0.4681554,0.4381329,0.3993116,0.3678802,0.338416,0.3279804,0.310378
1594.06,0.4774528,0.4680908,0.4380634,0.3991995,0.3676652,0.3381846,0.3277212,0.3100768
1594.55,0.477459,0.4680488,0.4379881,0.3990933,0.3674662,0.3379486,0.3274569,0.3097564
1595.04,0.4774496,0.4680189,0.4379311,0.3989672,0.367262,0.3376895,0.3271835,0.3094167
1595.53,0.4774428,0.4679991,0.4379119,0.3988415,0.3670737,0.3374357,0.326923,0.3090954
1596.02,0.4774557,0.4679614,0.4378871,0.398705,0.3668851,0.337186,0.326654,0.3087816
1596.51,0.4774415,0.4678912,0.4378055,0.3985272,0.3666583,0.336908,0.326345,0.3084464
1597,0.4773752,0.4678138,0.4376725,0.3983335,0.3664099,0.3366182,0.3260206,0.308111
1597.49,0.4772895,0.4677386,0.4375301,0.3981642,0.3661731,0.3363374,0.3257097,0.3077881
1597.99,0.4772018,0.4676404,0.4373917,0.3979899,0.3659287,0.3360389,0.3253984,0.3074462
1598.48,0.4770874,0.4674827,0.4372114,0.3977564,0.3656427,0.3357074,0.3250647,0.3070721
1598.97,0.4769056,0.4672469,0.4369428,0.3974713,0.3653251,0.3353548,0.3247118,0.3066795
1599.47,0.4766311,0.4669541,0.4366026,0.3971654,0.3649959,0.3349927,0.3243537,0.3062833
1599.96,0.4762832,0.4666259,0.4362445,0.396834,0.3646572,0.3346373,0.3239903,0.3058929
1600.45,0.475896,0.4662486,0.4358788,0.3964753,0.3643008,0.334293,0.3236231,0.3055038
1600.95,0.4754653,0.4658217,0.4354753,0.3961044,0.3639178,0.3339335,0.323259,0.3051127
1601.44,0.4749751,0.4653648,0.4350327,0.3957107,0.3635164,0.3335384,0.3228905,0.3047218
1601.94,0.4744324,0.4648637,0.4345641,0.3952794,0.363097,0.3331173,0.322494,0.3043177
1602.43,0.4738427,0.4643057,0.4340694,0.3948315,0.3626456,0.3326924,0.3220515,0.3038819
1602.93,0.4731919,0.4637081,0.4335333,0.3943751,0.3621714,0.3322646,0.3215779,0.3034159
1603.42,0.4724991,0.4630822,0.4329483,0.3938948,0.361697,0.3318198,0.321112,0.3029444
1603.92,0.471836,0.4624575,0.4323462,0.3934053,0.3612354,0.3313721,0.3206693,0.3024945
1604.41,0.4712124,0.461882,0.4317633,0.3929161,0.3607801,0.3309359,0.3202267,0.3020594
1604.91,0.4705683,0.4613495,0.431202,0.3924164,0.3603243,0.3304998,0.3197714,0.301622
1605.41,0.4699115,0.460804,0.4306376,0.3919206,0.359873,0.3300551,0.3193159,0.301188
1605.9,0.4692918,0.4602259,0.4300692,0.3914576,0.3594301,0.3296008,0.3188669,0.300754
1606.4,0.4687186,0.4596619,0.429543,0.3910408,0.3590048,0.3291497,0.3184328,0.3003176
1606.9,0.4681879,0.4591285,0.4290661,0.3906512,0.3586003,0.328709,0.318019,0.2998874
1607.4,0.467676,0.4585997,0.428602,0.39025,0.358195,0.3282643,0.317605,0.2994504
1607.9,0.4671641,0.4581097,0.4281504,0.3898316,0.3577795,0.3278282,0.3171822,0.2990076
1608.4,0.4666752,0.457686,0.4277191,0.3894271,0.3573755,0.3274161,0.3167622,0.2985851
1608.89,0.4662196,0.4572665,0.4272993,0.3890511,0.3569887,0.3270171,0.3163486,0.2981853
1609.39,0.4658068,0.4568237,0.4268905,0.3886901,0.3566043,0.3266411,0.3159508,0.2978
1609.89,0.4654495,0.456399,0.4264852,0.3883245,0.3562222,0.3262797,0.3155733,0.2974193
1610.39,0.4650984,0.4560016,0.4260725,0.387944,0.355838,0.3258894,0.315188,0.2970213
1610.89,0.4646952,0.4556087,0.4256501,0.3875549,0.3554362,0.3254718,0.3147641,0.2966053
1611.39,0.4642463,0.4552158,0.42522,0.3871651,0.3550183,0.3250566,0.3143188,0.2961801
1611.9,0.4637821,0.4548063,0.4247926,0.3867728,0.3545965,0.3246423,0.3138937,0.2957354
1612.4,0.4633199,0.4543624,0.4243749,0.3863839,0.3541915,0.3242276,0.3134973,0.2952835
1612.9,0.4628756,0.4539302,0.4239663,0.3860162,0.3538176,0.3238349,0.3131187,0.2948625
1613.4,0.4624478,0.4535297,0.4235491,0.3856628,0.3534521,0.3234647,0.3127384,0.2944614
1613.9,0.4620038,0.4531046,0.4230986,0.3852788,0.3530617,0.3230782,0.3123167,0.2940275
1614.4,0.461522,0.4526392,0.4226269,0.3848425,0.3526454,0.3226656,0.3118503,0.2935545
1614.91,0.4610026,0.4521543,0.4221573,0.3843867,0.3522246,0.3222629,0.3113945,0.2930892
1615.41,0.4604479,0.4516571,0.4216954,0.3839517,0.3518012,0.321877,0.3109849,0.2926584
1615.91,0.4598936,0.451158,0.4212405,0.3835384,0.351358,0.3214732,0.3105992,0.2922473
1616.42,0.4593783,0.4506471,0.4207792,0.3831235,0.3509085,0.3210394,0.3102013,0.2918369
1616.92,0.4588606,0.4501094,0.4202864,0.3826866,0.3504725,0.3206029,0.3097713,0.2914246
1617.43,0.4582818,0.4495581,0.4197535,0.3822279,0.3500365,0.3201734,0.3093243,0.2910078
1617.93,0.4576645,0.449007,0.4192021,0.3817788,0.3495952,0.3197342,0.3088973,0.2905813
1618.44,0.4570637,0.4484552,0.4186659,0.3813516,0.349163,0.3192944,0.3084868,0.2901553
1618.94,0.4564921,0.4478984,0.4181478,0.3809099,0.3487357,0.3188723,0.3080627,0.2897412
1619.45,0.4559366,0.4473438,0.4176227,0.3804394,0.3482971,0.3184489,0.3076207,0.2893234
1619.95,0.455403,0.4468218,0.4171088,0.3799843,0.3478628,0.3180141,0.3071863,0.2889044
1620.46,0.4549022,0.446343,0.4166378,0.3795798,0.3474606,0.3175927,0.3067986,0.2885177
1620.96,0.4544122,0.4458703,0.4161843,0.3791991,0.3470777,0.3171855,0.3064456,0.2881508
1621.47,0.4539042,0.4453704,0.4157156,0.3788017,0.3466794,0.3167709,0.306059,0.2877566
1621.98,0.4533831,0.4448531,0.4152313,0.3783878,0.3462581,0.3163522,0.305625,0.287335
1622.49,0.452874,0.4443687,0.4147555,0.3779866,0.3458416,0.3159517,0.305195,0.2869163
1622.99,0.4523991,0.4439472,0.4143106,0.3776052,0.3454476,0.3155795,0.3047866,0.2865168
1623.5,0.451945,0.4435224,0.4138735,0.377205,0.3450515,0.3152055,0.30438,0.2861353
1624.01,0.4514736,0.443023,0.4134173,0.3767714,0.3446542,0.3148011,0.3039792,0.2857531
1624.52,0.4509874,0.4425132,0.4129628,0.3763531,0.3442831,0.3143981,0.3035983,0.2853599
1625.03,0.4505204,0.4420792,0.4125227,0.3759786,0.343914,0.3140234,0.3032205,0.2849604
1625.54,0.4500709,0.4416707,0.4120782,0.3756126,0.3435253,0.3136549,0.3028236,0.2845516
1626.05,0.4496062,0.4412183,0.411629,0.3752206,0.343139,0.3132848,0.3024185,0.284129
1626.56,0.4491122,0.4407491,0.4111852,0.3748066,0.3427474,0.3129157,0.3020278,0.2836984
1627.07,0.4486016,0.4402934,0.4107485,0.3744031,0.3423369,0.3125346,0.3016529,0.28328
1627.58,0.4480765,0.4398263,0.4103203,0.3740253,0.3419263,0.3121363,0.3012674,0.2828816
1628.09,0.447538,0.4393473,0.4098913,0.3736477,0.3415288,0.3117281,0.3008538,0.2824934
1628.6,0.4470344,0.4388966,0.409451,0.3732623,0.3411436,0.3113354,0.3004413,0.2821135
1629.11,0.4465832,0.4384619,0.4090005,0.3728813,0.3407601,0.3109683,0.3000587,0.2817299
1629.63,0.446118,0.4379957,0.4085411,0.3724846,0.3403641,0.3105929,0.2996888,0.2813297
1630.14,0.4456123,0.4374941,0.408063,0.3720474,0.3399559,0.3101864,0.2993041,0.2809201
1630.65,0.4451078,0.4369757,0.4075723,0.3715883,0.3395461,0.309769,0.2989061,0.2805208
1631.16,0.4446093,0.4364652,0.4071064,0.3711597,0.339151,0.3093709,0.2985219,0.280151
1631.68,0.4440948,0.4359713,0.4066651,0.3707853,0.3387788,0.3089903,0.2981595,0.2797964
1632.19,0.4435635,0.4354633,0.4061917,0.3704163,0.3383962,0.3086038,0.2977816,0.2794266
1632.7,0.4430327,0.4349391,0.4056706,0.3700016,0.3379726,0.3082123,0.297377,0.2790453
1633.22,0.4425204,0.4344372,0.405154,0.3695728,0.3375423,0.3078297,0.296982,0.2786734
1633.73,0.4420113,0.4339583,0.4046841,0.3691758,0.3371378,0.3074546,0.2966035,0.2783113
1634.25,0.4414709,0.4334796,0.4042391,0.3687862,0.3367488,0.3070754,0.2962211,0.2779408
1634.76,0.440902,0.4329963,0.4037631,0.3683713,0.3363694,0.3066894,0.2958351,0.2775657
1635.28,0.440343,0.4325083,0.4032482,0.3679457,0.335996,0.3063102,0.2954635,0.2772103
1635.79,0.439815,0.4320191,0.4027363,0.3675335,0.3356176,0.3059416,0.2950999,0.2768684
1636.31,0.439301,0.4315282,0.4022448,0.3671264,0.3352277,0.3055682,0.2947103,0.2765072
1636.83,0.4387819,0.4310282,0.4017743,0.3667097,0.3348363,0.305187,0.2943078,0.2761212
1637.34,0.4382736,0.430534,0.4013241,0.3663086,0.334469,0.304813,0.2939403,0.2757424
1637.86,0.437802,0.4300616,0.4008707,0.3659395,0.334123,0.3044588,0.2936002,0.2753902
1638.38,0.4373463,0.4295943,0.4004037,0.3655652,0.3337549,0.304122,0.2932478,0.2750473
1638.9,0.4368556,0.4291219,0.399942,0.3651638,0.333351,0.3037807,0.2928855,0.2746901
1639.41,0.4363244,0.4286683,0.399505,0.3647661,0.3329535,0.3034234,0.2925362,0.2743176
1639.93,0.435799,0.4282411,0.3990961,0.3643923,0.3325931,0.3030605,0.2921923,0.2739502
1640.45,0.4353142,0.4278165,0.3986991,0.3640318,0.332259,0.3026979,0.2918443,0.2736029
1640.97,0.43486,0.4273759,0.3983015,0.3636765,0.3319219,0.3023427,0.2915048,0.2732618
1641.49,0.4344192,0.4269164,0.3979041,0.3633219,0.3315669,0.3020039,0.2911767,0.2729135
1642.01,0.4339951,0.4264538,0.3975042,0.3629647,0.3312026,0.3016822,0.2908533,0.2725704
1642.53,0.4335726,0.4259965,0.3970836,0.3626,0.3308313,0.3013565,0.2905214,0.2722354
1643.05,0.4331197,0.4255352,0.3966347,0.3622215,0.3304608,0.3009967,0.2901647,0.2718888
1643.57,0.4326495,0.4250905,0.3961852,0.3618493,0.3301212,0.3006211,0.2898042,0.2715458
1644.09,0.4322113,0.4246809,0.3957644,0.361508,0.3298186,0.3002712,0.2894797,0.2712469
1644.61,0.4318126,0.4242853,0.3953721,0.3611872,0.3295168,0.2999526,0.2891834,0.2709828
1645.14,0.4313975,0.4238802,0.3949892,0.3608665,0.3291837,0.2996435,0.288876,0.2707035
1645.66,0.4309343,0.423454,0.3945855,0.3605223,0.3288206,0.2993164,0.2885427,0.2703848
1646.18,0.430454,0.4230143,0.3941475,0.3601334,0.3284525,0.2989773,0.2882006,0.2700528
1646.7,0.4299606,0.4225706,0.393696,0.359726,0.3280907,0.2986451,0.287858,0.2697247
1647.23,0.4294413,0.4221187,0.3932568,0.3593592,0.327731,0.2983196,0.2875133,0.2693955
1647.75,0.4289324,0.4216737,0.392836,0.3590342,0.3273915,0.2980126,0.2871899,0.2690892
1648.27,0.4284622,0.4212511,0.3924202,0.3587008,0.3270812,0.2977275,0.2868996,0.2688155
1648.8,0.4280193,0.4208282,0.3920008,0.358351,0.32677,0.2974396,0.2866107,0.2685396
1649.32,0.4275823,0.4203853,0.3915875,0.3580047,0.3264464,0.2971385,0.2863045,0.2682444
1649.85,0.427121,0.4199347,0.3911711,0.3576548,0.32613,0.2968272,0.2859956,0.2679367
1650.37,0.426634,0.4194804,0.3907441,0.3572986,0.3258272,0.2965017,0.2856974,0.2676278
1650.9,0.426143,0.4190136,0.3903168,0.3569399,0.3255098,0.2961666,0.2854,0.2673234
1651.42,0.4256529,0.4185498,0.3898749,0.3565712,0.3251579,0.2958349,0.2850934,0.2670231
1651.95,0.4251765,0.4181026,0.3894212,0.3562107,0.3248049,0.2955176,0.2847984,0.2667387
1652.47,0.4247178,0.4176517,0.3889875,0.3558796,0.3244765,0.2952285,0.2845189,0.2664708
1653,0.4242617,0.4171886,0.3885703,0.3555569,0.3241458,0.29496,0.2842276,0.2662019
1653.53,0.4238026,0.4167319,0.3881556,0.3552172,0.3238072,0.294679,0.2839343,0.2659345
1654.06,0.423335,0.4162894,0.3877544,0.3548661,0.3234985,0.2943781,0.2836668,0.2656801
1654.58,0.4228525,0.4158496,0.387363,0.3545179,0.3232242,0.2940864,0.2834082,0.2654358
1655.11,0.4223664,0.415402,0.3869562,0.3541671,0.3229531,0.2938188,0.2831467,0.2651919
1655.64,0.4218899,0.4149438,0.3865173,0.3538034,0.3226687,0.293552,0.2828968,0.2649423
1656.17,0.4214162,0.4144731,0.3860556,0.3534323,0.3223605,0.2932771,0.2826549,0.2646912
1656.7,0.4209447,0.4140073,0.3856158,0.353075,0.3220477,0.2930227,0.2824228,0.2644605
1657.23,0.4204774,0.4135668,0.3852118,0.3527574,0.3217725,0.2927937,0.2822112,0.2642715
1657.76,0.420001,0.4131327,0.3847975,0.3524681,0.3215202,0.2925647,0.2819941,0.2641093
1658.29,0.4195217,0.4126962,0.3843655,0.3521774,0.3212523,0.2923346,0.2817539,0.2639499
1658.82,0.4190361,0.4122736,0.3839458,0.3518781,0.3209699,0.2921108,0.2815203,0.2637891
1659.35,0.4185293,0.4118491,0.3835423,0.3515657,0.3206812,0.2918853,0.2813085,0.2636197
1659.88,0.4180363,0.4114093,0.3831513,0.3512377,0.320403,0.2916643,0.2810975,0.2634423
1660.41,0.4175857,0.4109722,0.3827682,0.3509109,0.3201671,0.2914649,0.2808898,0.2632818
1660.94,0.4171572,0.4105531,0.3823853,0.3506136,0.3199697,0.2912849,0.2807122,0.263156
1661.48,0.4167254,0.4101556,0.3820055,0.350344,0.3197713,0.2911088,0.2805627,0.2630454
1662.01,0.4162746,0.4097563,0.3816245,0.3500594,0.3195401,0.2909284,0.2804049,0.262909
1662.54,0.4158203,0.4093399,0.3812439,0.3497566,0.3192872,0.2907448,0.2802306,0.2627485
1663.07,0.4153907,0.4089322,0.3808812,0.3494728,0.3190479,0.290554,0.2800699,0.2626038
1663.61,0.4149736,0.4085442,0.380538,0.3492101,0.3188268,0.2903596,0.2799242,0.2624859
1664.14,0.4145553,0.408162,0.3801972,0.3489534,0.3186086,0.2901725,0.2797661,0.2623711
1664.68,0.4141476,0.4077803,0.3798448,0.3486919,0.3183843,0.2899821,0.2795872,0.262232
1665.21,0.4137444,0.4073962,0.3794762,0.3484139,0.3181565,0.2897889,0.2793999,0.2620691
1665.75,0.4133354,0.4070182,0.3791054,0.3481401,0.3179524,0.2896151,0.2792358,0.2619222
1666.28,0.4129319,0.4066473,0.3787551,0.3478998,0.3177837,0.2894612,0.2791148,0.2618201
1666.82,0.4125466,0.4062717,0.3784285,0.3476873,0.3176296,0.2893231,0.2790093,0.2617494
1667.35,0.4121647,0.4058957,0.3781067,0.347472,0.3174684,0.289204,0.2788868,0.2616789
1667.89,0.4117597,0.4055179,0.3777849,0.347227,0.3172874,0.2890736,0.2787665,0.2615958
1668.43,0.4113532,0.4051477,0.3774873,0.3469705,0.3171063,0.2889251,0.2786893,0.2615273
1668.96,0.4109754,0.4048224,0.3772126,0.3467368,0.3169563,0.288815,0.2786501,0.2614995
1669.5,0.4106113,0.4045407,0.3769228,0.3465372,0.3168342,0.2887534,0.2786187,0.2614999
1670.04,0.4102553,0.4042574,0.3766149,0.3463841,0.3167306,0.2886917,0.2785927,0.2615147
1670.58,0.4099194,0.4039508,0.3763268,0.3462602,0.3166471,0.2886329,0.2785686,0.2615451
1671.11,0.4095959,0.4036373,0.3760788,0.346125,0.3165801,0.2886175,0.2785433,0.261597
1671.65,0.4092731,0.4033315,0.3758441,0.3459807,0.3165173,0.2886359,0.2785401,0.2616749
1672.19,0.4089507,0.403027,0.3755874,0.3458376,0.3164433,0.2886541,0.2785676,0.2617671
1672.73,0.4086333,0.4027246,0.3753211,0.3456911,0.3163662,0.2886675,0.2786016,0.2618599
1673.27,0.408318,0.4024479,0.3750788,0.345551,0.3163121,0.28868,0.2786312,0.2619591
1673.81,0.4080092,0.402199,0.3748595,0.3454238,0.3162832,0.2886958,0.2786801,0.2620811
1674.35,0.4077226,0.4019647,0.3746632,0.3453203,0.3162707,0.2887343,0.2787706,0.2622352
1674.89,0.4074589,0.4017535,0.3745115,0.3452579,0.3162777,0.288809,0.2789008,0.2624211
1675.43,0.4072134,0.4015647,0.3743898,0.3452237,0.316306,0.2889196,0.2790568,0.2626295
1675.98,0.4069803,0.4013841,0.3742623,0.3452034,0.3163569,0.2890564,0.279228,0.2628509
1676.52,0.4067471,0.4012145,0.3741302,0.3451991,0.3164321,0.2892021,0.2794129,0.2630928
1677.06,0.406528,0.401047,0.3740074,0.3451949,0.3165288,0.2893476,0.2796092,0.263351
1677.6,0.4063402,0.4008707,0.3739015,0.3451835,0.316645,0.2895085,0.2798189,0.2636106
1678.14,0.4061764,0.4007145,0.3738227,0.3451798,0.3167793,0.2897027,0.2800511,0.2638892
1678.69,0.4060408,0.400611,0.3737757,0.3452039,0.3169331,0.2899321,0.2803229,0.2642166
1679.23,0.4059393,0.4005469,0.3737493,0.3452706,0.3171118,0.2901927,0.2806358,0.2645896
1679.78,0.4058523,0.4004855,0.3737309,0.3453706,0.3173176,0.2904685,0.2809586,0.264983
1680.32,0.4057623,0.4004228,0.3737359,0.3454945,0.3175483,0.2907532,0.2812888,0.2653961
1680.86,0.4056721,0.4003836,0.3737755,0.3456459,0.3177958,0.2910584,0.2816529,0.2658409
1681.41,0.4055963,0.4003738,0.3738296,0.345819,0.3180552,0.291391,0.2820509,0.2663123
1681.95,0.4055494,0.4003738,0.3738874,0.3460015,0.318335,0.2917575,0.2824741,0.2668033
1682.5,0.4055382,0.4003883,0.3739652,0.3461946,0.3186466,0.2921656,0.2829255,0.2673243
1683.05,0.4055694,0.4004587,0.3740886,0.3464231,0.3190019,0.2926212,0.283417,0.2678945
1683.59,0.4056483,0.4005974,0.3742605,0.3467033,0.3193991,0.2931221,0.2839503,0.2685117
1684.14,0.40576,0.4007662,0.3744603,0.3470164,0.3198211,0.2936488,0.2844965,0.2691489
1684.69,0.4058749,0.4009361,0.3746754,0.3473373,0.3202482,0.2941781,0.2850332,0.2697916
1685.23,0.4059846,0.4011113,0.3748973,0.3476504,0.3206741,0.2947046,0.2855863,0.2704494
1685.78,0.4061064,0.4012976,0.3751221,0.3479586,0.3211311,0.2952449,0.2861879,0.2711335
1686.33,0.4062494,0.4014912,0.3753527,0.3482958,0.3216417,0.2958091,0.2868193,0.2718493
1686.88,0.4064119,0.4016852,0.3756029,0.348689,0.3221701,0.2963879,0.2874515,0.2725908
1687.43,0.4066018,0.401888,0.3758986,0.3491151,0.3226852,0.2969811,0.2880836,0.2733333
1687.98,0.4068288,0.4021404,0.3762321,0.3495312,0.3231933,0.2975932,0.2887244,0.2740653
1688.53,0.4070914,0.4024643,0.3765894,0.3499384,0.3237126,0.2982136,0.2893823,0.274792
